trip,Year,month,gear,light,fleet,bait,hook,hooks,sets,SWO,BUM,lat5,lon5,lat,lon,hbf,habSWO,habBUM,season,area
235.1995.6.2.10.-20,1995,6,235,0,2,0,0,153.6,44,93,15,10,-20,11.5,-23.5,24,1.60715e-08,2.92465e-09,2,N
235.1995.6.2.20.-25,1995,6,235,0,2,0,0,58.2,14,40,34,20,-25,22,-28.5,24,2.10115e-08,1.8072e-08,2,N
235.1995.6.2.5.-20.5,1995,6,235,0,2,0,0,73.584,20,48,8,5,-20,8.5,-22,24,1.86365e-08,3.4946e-09,2,N
235.1995.6.2.5.-20.6,1995,6,235,0,2,0,0,69.984,20,47,5,5,-20,9.5,-23,24,1.8018e-08,3.16735e-09,2,N
235.1995.7.2.10.-25.2,1995,7,235,0,2,0,0,75.216,20,36,5,10,-25,10.5,-26.5,24,1.5845e-08,3.0697e-09,3,N
235.1995.7.2.10.-25.9,1995,7,235,0,2,0,0,74.16,20,35,11,10,-25,12.5,-26.5,24,1.4766e-08,3.64205e-09,3,N
235.1995.7.2.10.-80,1995,7,235,0,2,0,0,25.2,7,21,22,10,-80,11.5,-80.5,24,2.2524e-08,2.1118e-08,3,N
235.1995.8.2.-5.-25,1995,8,235,0,2,0,0,67.632,19,59,30,-5,-25,-7.5,-27.5,24,2.405e-08,1.2806e-08,3,S
235.1995.8.2.0.0,1995,8,235,0,2,0,0,62.736,18,45,4,0,0,1.5,-0.5,24,2.22985e-08,3.2826e-09,3,N
235.1995.8.2.10.-30,1995,8,235,0,2,0,0,322.056,87,210,48,10,-30,12.5,-32.5,24,1.6291e-08,4.5129e-09,3,N
235.1995.9.2.0.-20,1995,9,235,0,2,0,0,202.128,63,169,55,0,-20,-1.5,-22.5,24,2.5831e-08,6.8586e-09,3,S
235.1995.9.2.20.-25,1995,9,235,0,2,0,0,60.72,15,47,36,20,-25,21.5,-27.5,24,2.0213e-08,1.8033e-08,3,N
235.1995.9.2.35.-35,1995,9,235,0,2,0,0,12.456,3,5,5,35,-35,36.5,-36.5,24,2.095e-08,1.1277e-08,3,N
235.1996.1.2.-5.-10.8,1996,1,235,0,2,0,0,52.32,20,39,12,-5,-10,-7.5,-12.5,24,2.3458e-08,5.6634e-09,1,S
235.1996.1.2.5.-35,1996,1,235,0,2,0,0,5.088,2,3,2,5,-35,7.5,-37.5,24,2.20335e-08,7.48795e-09,1,N
235.1996.1.2.5.-45,1996,1,235,0,2,0,0,5.088,2,3,3,5,-45,8.5,-46.5,24,2.30055e-08,9.0079e-09,1,N
235.1996.10.2.15.-15.2,1996,10,235,0,2,0,0,52.32,20,17,3,15,-15,15.5,-18.5,24,1.3362e-08,1.8985e-09,4,N
235.1996.11.2.-10.0,1996,11,235,0,2,0,0,109.872,42,57,3,-10,0,-12.5,2,24,1.60905e-08,6.3205e-10,4,S
235.1996.11.2.40.-40,1996,11,235,0,2,0,0,21.696,8,24,6,40,-40,41.5,-42.5,24,2.8081e-08,4.82415e-09,4,N
235.1996.11.2.5.-20.2,1996,11,235,0,2,0,0,51.84,20,43,14,5,-20,7.5,-22,24,1.8633e-08,4.7165e-09,4,N
235.1996.12.2.0.-5,1996,12,235,0,2,0,0,30.24,12,30,5,0,-5,1.5,-6.5,24,2.40895e-08,5.7936e-09,4,N
235.1996.12.2.25.-20,1996,12,235,0,2,0,0,145.152,56,99,81,25,-20,26.5,-22.5,24,1.86825e-08,1.4647e-08,4,N
235.1996.2.2.-10.-5.8,1996,2,235,0,2,0,0,15.552,6,8,2,-10,-5,-10.5,-5.5,24,1.8879e-08,2.9072e-09,1,S
235.1996.2.2.-5.-10.1,1996,2,235,0,2,0,0,52.32,20,32,9,-5,-10,-9.5,-11.5,24,2.1989e-08,4.9317e-09,1,S
235.1996.2.2.-5.-10.15,1996,2,235,0,2,0,0,52.32,20,41,12,-5,-10,-5.5,-13.5,24,2.1238e-08,4.7165e-09,1,S
235.1996.2.2.-5.-10.17,1996,2,235,0,2,0,0,52.32,20,34,5,-5,-10,-5.5,-10.5,24,2.1494e-08,4.3997e-09,1,S
235.1996.2.2.-5.-10.5,1996,2,235,0,2,0,0,52.32,20,38,9,-5,-10,-8.5,-11.5,24,2.1329e-08,4.6952e-09,1,S
235.1996.2.2.30.-20,1996,2,235,0,2,0,0,10.752,4,6,0,30,-20,31.5,-23.5,24,1.7605e-08,3.16085e-09,1,N
235.1996.3.2.-30.5,1996,3,235,0,2,0,0,29.832,11,25,5,-30,5,-32.5,6.5,24,2.8897e-08,6.4249e-09,1,S
235.1996.3.2.0.-5,1996,3,235,0,2,0,0,68.64,26,57,17,0,-5,-2,-7.5,24,2.4223e-08,7.62795e-09,1,S
235.1996.3.2.10.-30.2,1996,3,235,0,2,0,0,51.84,20,38,9,10,-30,12.5,-32.5,24,1.5367e-08,3.9363e-09,1,N
235.1996.3.2.5.-20.5,1996,3,235,0,2,0,0,52.32,20,19,3,5,-20,7.5,-22.5,24,1.6751e-08,3.9009e-09,1,N
235.1996.3.2.5.-25.6,1996,3,235,0,2,0,0,52.32,20,35,11,5,-25,8.5,-26.5,24,1.8691e-08,4.9459e-09,1,N
235.1996.4.2.-25.5.12,1996,4,235,0,2,0,0,52.32,20,53,11,-25,5,-26.5,5.5,24,3.196e-08,6.9617e-09,2,S
235.1996.4.2.30.-20.21,1996,4,235,0,2,0,0,52.32,20,30,3,30,-20,33.5,-24.5,24,1.8168e-08,2.134e-09,2,N
235.1996.4.2.5.-30,1996,4,235,0,2,0,0,77.76,30,44,20,5,-30,7.5,-32.5,24,2.1268e-08,5.5199e-09,2,N
235.1996.5.2.-25.5,1996,5,235,0,2,0,0,251.424,97,282,52,-25,5,-27.5,7.5,24,3.2562e-08,6.2547e-09,2,S
235.1996.5.2.-35.-5,1996,5,235,0,2,0,0,180.504,69,174,4,-35,-5,-37.5,-7.5,24,2.9585e-08,1.9625e-10,2,S
235.1996.5.2.-40.0.16,1996,5,235,0,2,0,0,52.32,20,49,0,-40,0,-42.5,3.5,24,3.4291e-08,1.2794e-11,2,S
235.1996.5.2.-40.0.9,1996,5,235,0,2,0,0,52.32,20,62,0,-40,0,-43.5,3.5,24,3.0115e-08,8.9276e-12,2,S
235.1996.5.2.-45.10,1996,5,235,0,2,0,0,69.984,27,26,0,-45,10,-46.5,12.5,24,8.0458e-09,1.1752e-12,2,S
235.1996.5.2.-5.-15.4,1996,5,235,0,2,0,0,52.32,20,26,20,-5,-15,-7.5,-17.5,24,2.0216e-08,1.0385e-08,2,S
235.1996.6.2.-40.-5.4,1996,6,235,0,2,0,0,51.84,20,63,0,-40,-5,-40.5,-7,24,3.3234e-08,2.2757e-11,2,S
235.1996.6.2.-40.0.10,1996,6,235,0,2,0,0,52.32,20,66,0,-40,0,-41.5,-1.5,24,3.4012e-08,1.559e-11,2,S
235.1996.6.2.-40.0.4,1996,6,235,0,2,0,0,52.32,20,48,0,-40,0,-43.5,-2.5,24,2.0231e-08,2.9861e-12,2,S
235.1996.6.2.-40.10.1,1996,6,235,0,2,0,0,52.32,20,52,0,-40,10,-44.5,11.5,24,3.0516e-08,6.7223e-12,2,S
235.1996.7.2.0.-20,1996,7,235,0,2,0,0,88.032,34,59,22,0,-20,-0.5,-23.5,24,2.43215e-08,7.2631e-09,3,S
235.1996.7.2.10.-30.2,1996,7,235,0,2,0,0,52.32,20,28,8,10,-30,10.5,-32,24,1.68775e-08,3.85225e-09,3,N
235.1996.7.2.35.-15,1996,7,235,0,2,0,0,101.088,39,55,8,35,-15,36.5,-17.5,24,1.7902e-08,2.8357e-09,3,N
235.1996.8.2.10.-35,1996,8,235,0,2,0,0,54.432,21,35,15,10,-35,13.5,-36.5,24,1.8206e-08,9.5333e-09,3,N
235.1996.8.2.15.-25.4,1996,8,235,0,2,0,0,51.84,20,30,19,15,-25,17.5,-28.5,24,1.6518e-08,9.6963e-09,3,N
235.1996.8.2.20.-20,1996,8,235,0,2,0,0,251.136,96,156,129,20,-20,22.5,-22.5,24,1.9515e-08,1.6099e-08,3,N
235.1996.9.2.-20.5,1996,9,235,0,2,0,0,11.76,5,9,0,-20,5,-22.5,9.5,24,3.0985e-08,9.2574e-10,3,S
235.1996.9.2.-30.10,1996,9,235,0,2,0,0,2.664,1,4,0,-30,10,-32.5,10.5,24,2.8282e-08,1.0991e-09,3,S
235.1996.9.2.45.-20,1996,9,235,0,2,0,0,21.312,8,20,1,45,-20,48,-23.5,24,2.65705e-08,4.60745e-10,3,N
235.1997.1.2.-10.-15,1997,1,235,0,2,0,0,5.184,2,7,2,-10,-15,-13,-16.5,24,2.82515e-08,1.5324e-08,1,S
235.1997.1.2.10.-20,1997,1,235,0,2,0,0,77.76,30,57,4,10,-20,12.5,-22,24,1.4768e-08,2.6825e-09,1,N
235.1997.1.2.5.-20.10,1997,1,235,0,2,0,0,52.32,20,28,5,5,-20,7.5,-20.5,24,1.7854e-08,5.0787e-09,1,N
235.1997.1.2.5.-20.3,1997,1,235,0,2,0,0,52.32,20,30,10,5,-20,5.5,-21.5,24,1.9284e-08,7.2261e-09,1,N
235.1997.1.2.5.-20.6,1997,1,235,0,2,0,0,52.32,20,32,5,5,-20,6.5,-21.5,24,1.9521e-08,6.8816e-09,1,N
235.1997.10.2.0.-25,1997,10,235,0,2,0,0,8.496,3,8,4,0,-25,-2.5,-28.5,24,2.6839e-08,8.3355e-09,4,S
235.1997.10.2.0.0.1,1997,10,235,0,2,0,0,52.32,20,33,3,0,0,-4.5,-1.5,24,2.106e-08,2.532e-09,4,S
235.1997.10.2.0.0.6,1997,10,235,0,2,0,0,52.32,20,69,6,0,0,-1.5,-4.5,24,2.7835e-08,4.3956e-09,4,S
235.1997.11.2.-5.5,1997,11,235,0,2,0,0,2.904,1,1,0,-5,5,-6.5,6.5,24,1.7169e-08,1.8691e-09,4,S
235.1997.12.2.-5.0.11,1997,12,235,0,2,0,0,52.32,20,36,2,-5,0,-7.5,-2.5,24,2.1117e-08,2.6353e-09,4,S
235.1997.12.2.10.-35,1997,12,235,0,2,0,0,3,1,5,0,10,-35,13.5,-36.5,24,1.8264e-08,7.86e-09,4,N
235.1997.12.2.15.-30.2,1997,12,235,0,2,0,0,52.32,20,33,34,15,-30,16.5,-32.5,24,1.9729e-08,1.6306e-08,4,N
235.1997.2.2.15.-35,1997,2,235,0,2,0,0,14.976,6,12,8,15,-35,17,-37.5,24,2.0187e-08,1.9699e-08,1,N
235.1997.2.2.5.-20.11,1997,2,235,0,2,0,0,52.32,20,35,10,5,-20,7.5,-23.5,24,1.8756e-08,6.517e-09,1,N
235.1997.2.2.5.-20.13,1997,2,235,0,2,0,0,52.32,20,31,5,5,-20,7.5,-20.5,24,1.775e-08,5.3489e-09,1,N
235.1997.2.2.5.-20.18,1997,2,235,0,2,0,0,52.32,20,30,3,5,-20,8.5,-20.5,24,1.699e-08,3.9227e-09,1,N
235.1997.3.2.-5.-15.6,1997,3,235,0,2,0,0,52.32,20,42,13,-5,-15,-6.5,-16.5,24,2.2431e-08,7.2449e-09,1,S
235.1997.3.2.5.-25.1,1997,3,235,0,2,0,0,52.32,20,47,14,5,-25,5.5,-27.5,24,2.191e-08,6.4433e-09,1,N
235.1997.4.2.30.-10.22,1997,4,235,0,2,0,0,52.32,20,28,3,30,-10,32.5,-10.5,24,1.6019e-08,2.308e-09,2,N
235.1997.4.2.30.-10.34,1997,4,235,0,2,0,0,52.32,20,32,1,30,-10,34.5,-11.5,24,1.5853e-08,1.6559e-09,2,N
235.1997.5.2.-5.-25,1997,5,235,0,2,0,0,88.944,34,86,55,-5,-25,-7.5,-27.5,24,2.5149e-08,1.92145e-08,2,S
235.1997.5.2.10.-25.4,1997,5,235,0,2,0,0,51.84,20,38,9,10,-25,14.5,-27.5,24,1.5664e-08,4.5561e-09,2,N
235.1997.5.2.30.-10.13,1997,5,235,0,2,0,0,52.32,20,37,6,30,-10,32.5,-11.5,24,1.6331e-08,4.2861e-09,2,N
235.1997.5.2.30.-10.2,1997,5,235,0,2,0,0,52.32,20,25,10,30,-10,30.5,-12.5,24,1.6472e-08,5.0982e-09,2,N
235.1997.5.2.30.-20.6,1997,5,235,0,2,0,0,52.32,20,29,12,30,-20,33.5,-21.5,24,1.8359e-08,4.5624e-09,2,N
235.1997.6.2.-5.-15.10,1997,6,235,0,2,0,0,23.544,9,17,8,-5,-15,-5.5,-15.5,24,2.3201e-08,4.9658e-09,2,S
235.1997.7.2.-40.0.9,1997,7,235,0,2,0,0,36.288,14,43,0,-40,0,-40.5,3,24,3.554e-08,3.3147e-11,3,S
235.1997.7.2.-5.-5,1997,7,235,0,2,0,0,55.944,21,37,14,-5,-5,-8.5,-7.5,24,2.3127e-08,4.1134e-09,3,S
235.1997.7.2.0.-10,1997,7,235,0,2,0,0,34.32,13,30,2,0,-10,-2.5,-12.5,24,2.491e-08,3.167e-09,3,S
235.1997.8.2.0.0,1997,8,235,0,2,0,0,61.368,23,45,8,0,0,-2.5,2.5,24,2.155e-08,2.4358e-09,3,S
235.1997.9.2.15.-15.5,1997,9,235,0,2,0,0,44.472,17,14,4,15,-15,19.5,-17.5,24,1.0004e-08,6.8268e-10,3,N
235.1998.1.2.-10.-5,1998,1,235,0,2,0,0,17.304,7,9,0,-10,-5,-11.5,-6.5,24,2.0009e-08,3.4734e-09,1,S
235.1998.1.2.-5.0.20,1998,1,235,0,2,0,0,31.152,12,21,3,-5,0,-5.5,1.5,24,2.1737e-08,4.0842e-09,1,S
235.1998.1.2.10.-25.1,1998,1,235,0,2,0,0,52.32,20,36,5,10,-25,11.5,-27.5,24,1.6451e-08,3.5966e-09,1,N
235.1998.1.2.5.-25.12,1998,1,235,0,2,0,0,52.32,20,34,9,5,-25,8.5,-25.5,24,1.9252e-08,4.7277e-09,1,N
235.1998.10.2.-15.0.1,1998,10,235,0,2,0,0,52.32,20,46,3,-15,0,-19.5,3.5,24,3.1121e-08,1.0459e-09,4,S
235.1998.11.2.0.-15,1998,11,235,0,2,0,0,50.16,19,32,10,0,-15,2.5,-17.5,24,2.2344e-08,6.9465e-09,4,N
235.1998.11.2.15.-15.6,1998,11,235,0,2,0,0,52.32,20,28,2,15,-15,17.5,-17.5,24,1.1032e-08,1.368e-09,4,N
235.1998.12.2.-5.0.4,1998,12,235,0,2,0,0,52.32,20,24,7,-5,0,-9.5,-1.5,24,1.7816e-08,1.9089e-09,4,S
235.1998.12.2.40.-45.14,1998,12,235,0,2,0,0,13.08,5,12,0,40,-45,44.5,-45.5,24,3.1297e-08,3.0651e-11,4,N
235.1998.12.2.40.-45.9,1998,12,235,0,2,0,0,52.32,20,57,0,40,-45,43.5,-47,24,2.9578e-08,1.28152e-11,4,N
235.1998.2.2.-5.-5.7,1998,2,235,0,2,0,0,52.32,20,34,4,-5,-5,-6.5,-8.5,24,2.0295e-08,3.7431e-09,1,S
235.1998.2.2.30.-50,1998,2,235,0,2,0,0,12.12,5,7,4,30,-50,32.5,-52.5,24,1.9782e-08,1.3574e-08,1,N
235.1998.3.2.-35.15,1998,3,235,0,2,0,0,40.32,15,37,6,-35,15,-37.5,17.5,24,2.683e-08,4.6163e-09,1,S
235.1998.3.2.10.-30.4,1998,3,235,0,2,0,0,52.32,20,31,4,10,-30,14.5,-32.5,24,1.62295e-08,5.6852e-09,1,N
235.1998.3.2.5.-20.6,1998,3,235,0,2,0,0,52.32,20,33,6,5,-20,7.5,-22.5,24,1.6834e-08,4.1206e-09,1,N
235.1998.4.2.25.-20.6,1998,4,235,0,2,0,0,52.32,20,28,17,25,-20,28.5,-21.5,24,1.8186e-08,8.305e-09,2,N
235.1998.5.2.-25.10,1998,5,235,0,2,0,0,56.496,22,72,5,-25,10,-27.5,11.5,24,3.9417e-08,1.3664e-09,2,S
235.1998.5.2.-5.-25,1998,5,235,0,2,0,0,70.632,27,67,35,-5,-25,-7.5,-27.5,24,2.6203e-08,1.7303e-08,2,S
235.1998.6.2.-40.10.8,1998,6,235,0,2,0,0,52.32,20,54,0,-40,10,-42.5,14,24,3.5126e-08,4.128e-11,2,S
235.1998.6.2.-40.5.2,1998,6,235,0,2,0,0,52.32,20,65,0,-40,5,-43.5,8.5,24,3.4784e-08,1.1719e-11,2,S
235.1998.6.2.10.-25.5,1998,6,235,0,2,0,0,52.32,20,21,5,10,-25,13.5,-26.5,24,1.5449e-08,4.1405e-09,2,N
235.1998.7.2.15.-15.7,1998,7,235,0,2,0,0,52.32,20,22,1,15,-15,17.5,-18.5,24,1.1643e-08,1.0241e-09,3,N
235.1998.7.2.15.-30,1998,7,235,0,2,0,0,145.152,56,90,52,15,-30,17.5,-32.5,24,1.7824e-08,1.4514e-08,3,N
235.1998.8.2.-10.5,1998,8,235,0,2,0,0,18.144,7,12,0,-10,5,-11.5,6.5,24,1.439e-08,4.7177e-10,3,S
235.1998.8.2.-35.15.11,1998,8,235,0,2,0,0,52.32,20,61,0,-35,15,-36.5,19.5,24,3.1725e-08,8.1061e-10,3,S
235.1998.8.2.-35.15.4,1998,8,235,0,2,0,0,52.32,20,33,3,-35,15,-38.5,17.5,24,2.4801e-08,1.2247e-09,3,S
235.1998.8.2.-40.5,1998,8,235,0,2,0,0,3.888,1,4,0,-40,5,-43.5,5.5,24,2.3838e-08,6.8968e-13,3,S
235.1998.8.2.-5.-20,1998,8,235,0,2,0,0,3.096,1,4,0,-5,-20,-7.5,-23.5,24,2.3125e-08,7.7858e-09,3,S
235.1998.9.2.-15.10.5,1998,9,235,0,2,0,0,2.616,1,2,0,-15,10,-15.5,10.5,24,1.3218e-08,3.8661e-11,3,S
235.1999.10.2.-25.0.10,1999,10,235,0,2,0,0,52.32,20,48,4,-25,0,-25.5,2.5,24,3.1465e-08,1.8104e-09,4,S
235.1999.10.2.0.0,1999,10,235,0,2,0,0,32.232,12,23,5,0,0,-1.5,-2.5,24,2.37435e-08,4.9254e-09,4,S
235.1999.10.2.10.-75,1999,10,235,0,2,0,0,81.096,31,64,99,10,-75,12.5,-77.5,24,2.3673e-08,3.2679e-08,4,N
235.1999.10.2.20.-15.0,1999,10,235,0,2,0,0,52.32,20,37,5,20,-15,20.5,-18.5,24,1.8146e-08,1.7253e-09,4,N
235.1999.11.2.-15.5.13,1999,11,235,0,2,0,0,52.32,20,36,2,-15,5,-17.5,8.5,24,1.7708e-08,3.9208e-10,4,S
235.1999.11.2.-5.-5,1999,11,235,0,2,0,0,19.152,7,18,0,-5,-5,-8.5,-7.5,24,2.2713e-08,4.0154e-09,4,S
235.1999.11.2.45.-40.22,1999,11,235,0,2,0,0,52.32,20,41,0,45,-40,48.5,-43.5,24,2.5651e-08,4.6004e-12,4,N
235.1999.11.2.45.-40.35,1999,11,235,0,2,0,0,31.392,12,30,0,45,-40,49.5,-40.5,24,3.4717e-08,2.3223e-11,4,N
235.1999.11.2.45.-40.7,1999,11,235,0,2,0,0,52.32,20,0,0,45,-40,46.5,-44.5,24,0,6.4811e-12,4,N
235.1999.11.2.45.-45,1999,11,235,0,2,0,0,12.48,5,0,0,45,-45,47.5,-47.5,24,1.4339e-10,2.3853e-13,4,N
235.1999.11.2.5.-45,1999,11,235,0,2,0,0,20.352,8,20,8,5,-45,8.5,-47,24,2.4247e-08,9.4732e-09,4,N
235.1999.12.2.20.-35,1999,12,235,0,2,0,0,7.632,3,6,7,20,-35,23.5,-37.5,24,2.0754e-08,3.1122e-08,4,N
235.1999.12.2.40.-60.0,1999,12,235,0,2,0,0,51.84,20,53,1,40,-60,40.5,-62.5,24,2.4784e-08,1.8555e-09,4,N
235.1999.12.2.45.-25,1999,12,235,0,2,0,0,206.664,79,186,1,45,-25,48.5,-27.5,24,2.5326e-08,3.2073e-11,4,N
235.1999.2.2.-10.0.0,1999,2,235,0,2,0,0,51.84,20,29,3,-10,0,-14.5,-3.5,24,2.0606e-08,3.5818e-09,1,S
235.1999.2.2.-5.-15,1999,2,235,0,2,0,0,24.96,10,20,8,-5,-15,-7.5,-16.5,24,2.217e-08,7.6518e-09,1,S
235.1999.2.2.5.-20.11,1999,2,235,0,2,0,0,52.32,20,30,4,5,-20,9.5,-24.5,24,1.5949e-08,3.4812e-09,1,N
235.1999.2.2.5.-20.14,1999,2,235,0,2,0,0,31.392,12,13,3,5,-20,9.5,-20.5,24,1.6071e-08,2.4306e-09,1,N
235.1999.2.2.5.-20.2,1999,2,235,0,2,0,0,52.32,20,27,7,5,-20,6,-23,24,1.97325e-08,5.8711e-09,1,N
235.1999.2.2.5.-20.4,1999,2,235,0,2,0,0,52.32,20,35,8,5,-20,6.5,-21.5,24,1.8448e-08,5.4413e-09,1,N
235.1999.3.2.25.-30,1999,3,235,0,2,0,0,30.096,11,14,16,25,-30,27.5,-32.5,24,1.7834e-08,1.3438e-08,1,N
235.1999.3.2.30.-10.2,1999,3,235,0,2,0,0,52.32,20,29,9,30,-10,31.5,-12.5,24,1.558e-08,2.6289e-09,1,N
235.1999.3.2.5.-20.5,1999,3,235,0,2,0,0,52.32,20,33,4,5,-20,6.5,-21.5,24,1.8517e-08,3.7079e-09,1,N
235.1999.4.2.-20.5,1999,4,235,0,2,0,0,165.888,64,208,26,-20,5,-22.5,7.5,24,3.2842e-08,4.77925e-09,2,S
235.1999.4.2.-5.-25,1999,4,235,0,2,0,0,50.616,19,41,26,-5,-25,-6.5,-26.5,24,2.3653e-08,1.3902e-08,2,S
235.1999.4.2.10.-25,1999,4,235,0,2,0,0,31.392,12,11,3,10,-25,12.5,-27.5,24,1.499e-08,3.0287e-09,2,N
235.1999.4.2.30.-5,1999,4,235,0,2,0,0,26.88,10,23,2,30,-5,34.5,-8.5,24,1.5963e-08,1.4749e-09,2,N
235.1999.4.2.35.-5,1999,4,235,0,2,0,0,3.096,1,0,0,35,-5,36.5,-8.5,24,0,1.0941e-09,2,N
235.1999.5.2.10.-70,1999,5,235,0,2,0,0,5.568,2,9,9,10,-70,14.5,-72,24,2.39805e-08,4.35075e-08,2,N
235.1999.6.2.-40.10.5,1999,6,235,0,2,0,0,51.84,20,65,0,-40,10,-41.5,11.5,24,3.39315e-08,3.4995e-11,2,S
235.1999.7.2.-40.15.1,1999,7,235,0,2,0,0,52.32,20,72,0,-40,15,-44.5,18.5,24,3.3397e-08,6.429e-12,3,S
235.1999.7.2.25.-15,1999,7,235,0,2,0,0,27.12,10,13,4,25,-15,27.5,-18,24,1.9499e-08,1.0734e-08,3,N
235.1999.8.2.10.-25.1,1999,8,235,0,2,0,0,52.32,20,38,9,10,-25,11.5,-28,24,1.62085e-08,2.8206e-09,3,N
235.1999.8.2.15.-15.4,1999,8,235,0,2,0,0,52.32,20,23,4,15,-15,18.5,-19.5,24,1.5218e-08,3.032e-09,3,N
235.1999.8.2.25.-30,1999,8,235,0,2,0,0,6.84,3,2,7,25,-30,28.5,-31.5,24,1.8223e-08,2.6041e-08,3,N
235.2000.1.2.-5.0.12,2000,1,235,0,2,0,0,52.32,20,31,5,-5,0,-8.5,-1,24,1.831e-08,2.7253e-09,1,S
235.2000.1.2.-5.0.31,2000,1,235,0,2,0,0,52.32,20,32,7,-5,0,-5.5,-3.5,24,2.1619e-08,3.8741e-09,1,S
235.2000.1.2.-5.0.34,2000,1,235,0,2,0,0,52.32,20,41,6,-5,0,-5.5,-1.5,24,2.1641e-08,3.9181e-09,1,S
235.2000.1.2.-5.0.35,2000,1,235,0,2,0,0,52.32,20,33,13,-5,0,-5.5,-0.5,24,2.1426e-08,3.9224e-09,1,S
235.2000.1.2.-5.0.6,2000,1,235,0,2,0,0,52.32,20,33,2,-5,0,-9.5,1.5,24,1.6309e-08,1.219e-09,1,S
235.2000.1.2.25.-40,2000,1,235,0,2,0,0,26.88,10,19,16,25,-40,27,-42,24,1.9043e-08,1.9181e-08,1,N
235.2000.1.2.35.-45,2000,1,235,0,2,0,0,3.168,1,4,2,35,-45,39.5,-48.5,24,2.265e-08,4.9739e-09,1,N
235.2000.10.2.-10.5.1,2000,10,235,0,2,0,0,52.32,20,24,0,-10,5,-14.5,8,24,1.156e-08,2.74155e-10,4,S
235.2000.11.2.-15.10.0,2000,11,235,0,2,0,0,51.84,20,25,0,-15,10,-19.5,10.5,24,1.6211e-08,7.1928e-11,4,S
235.2000.11.2.-30.-45,2000,11,235,0,2,0,0,60.72,23,49,19,-30,-45,-33.5,-47.5,24,2.6143e-08,6.3488e-09,4,S
235.2000.11.2.0.-20,2000,11,235,0,2,0,0,41.472,16,47,4,0,-20,-2.5,-22.5,24,2.6835e-08,8.04425e-09,4,S
235.2000.11.2.0.0,2000,11,235,0,2,0,0,6,2,6,3,0,0,2,-1.5,24,2.3768e-08,7.5146e-09,4,N
235.2000.12.2.-5.-25,2000,12,235,0,2,0,0,101.088,39,102,41,-5,-25,-8.5,-27.5,24,2.4706e-08,1.5475e-08,4,S
235.2000.12.2.0.-15,2000,12,235,0,2,0,0,142.56,55,105,38,0,-15,2.5,-18.5,24,2.2628e-08,8.3365e-09,4,N
235.2000.12.2.0.5,2000,12,235,0,2,0,0,14.04,5,15,2,0,5,-3.5,7.5,24,1.8968e-08,2.9678e-09,4,S
235.2000.12.2.25.-35.1,2000,12,235,0,2,0,0,51.84,20,42,41,25,-35,26.5,-38.5,24,1.9465e-08,2.7673e-08,4,N
235.2000.2.2.-5.0.18,2000,2,235,0,2,0,0,52.224,20,33,7,-5,0,-6.5,-4.5,24,1.9796e-08,4.0087e-09,1,S
235.2000.2.2.-5.0.23,2000,2,235,0,2,0,0,52.056,20,30,2,-5,0,-6.5,2.5,24,1.5561e-08,2.5136e-09,1,S
235.2000.2.2.-5.0.27,2000,2,235,0,2,0,0,52.32,20,32,6,-5,0,-5.5,-0.5,24,1.9679e-08,4.0038e-09,1,S
235.2000.2.2.-5.0.4,2000,2,235,0,2,0,0,51.84,20,20,3,-5,0,-9.5,2,24,1.4581e-08,2.25195e-09,1,S
235.2000.2.2.0.-20.3,2000,2,235,0,2,0,0,52.32,20,50,16,0,-20,1.5,-22.5,24,2.4861e-08,1.0266e-08,1,N
235.2000.2.2.10.-30.12,2000,2,235,0,2,0,0,52.32,20,25,11,10,-30,14.5,-34.5,24,1.5997e-08,7.6843e-09,1,N
235.2000.2.2.15.-45,2000,2,235,0,2,0,0,2.904,1,0,1,15,-45,15.5,-45.5,24,2.2281e-08,2.2206e-08,1,N
235.2000.3.2.-5.0.21,2000,3,235,0,2,0,0,51.84,20,48,9,-5,0,-6.5,3.5,24,2.2045e-08,4.7423e-09,1,S
235.2000.3.2.10.-30.4,2000,3,235,0,2,0,0,52.32,20,33,3,10,-30,12.5,-31.5,24,1.5441e-08,3.674e-09,1,N
235.2000.3.2.10.-30.5,2000,3,235,0,2,0,0,52.32,20,39,5,10,-30,13.5,-31.5,24,1.5921e-08,3.8029e-09,1,N
235.2000.3.2.5.-25.10,2000,3,235,0,2,0,0,52.32,20,26,7,5,-25,9.5,-28.5,24,1.6956e-08,4.8385e-09,1,N
235.2000.3.2.5.-25.3,2000,3,235,0,2,0,0,52.32,20,34,9,5,-25,6.5,-29,24,2.07995e-08,6.142e-09,1,N
235.2000.4.2.0.0,2000,4,235,0,2,0,0,6.048,2,4,1,0,0,-3.5,-3.5,24,2.5226e-08,7.1941e-09,2,S
235.2000.4.2.15.-15,2000,4,235,0,2,0,0,8.064,3,1,0,15,-15,15.5,-17.5,24,1.2151e-08,2.0991e-10,2,N
235.2000.4.2.5.-20.2,2000,4,235,0,2,0,0,52.32,20,27,10,5,-20,7.5,-22.5,24,1.7648e-08,4.8357e-09,2,N
235.2000.5.2.-40.15.0,2000,5,235,0,2,0,0,52.32,20,106,0,-40,15,-44.5,16.5,24,5.2914e-08,1.8349e-11,2,S
235.2000.6.2.-15.5.9,2000,6,235,0,2,0,0,52.32,20,29,1,-15,5,-16.5,7.5,24,1.5119e-08,3.9928e-10,2,S
